dataDay,dataMonth,dataYear,community,province,selfConsumption,sumPower,sumEnergy,sumContracts,distributor,mi1,mi2,mi3,mi4,mi5,mi6,mi7,mi8,mi9,mi10,mi11,mi12,mi13,mi14,mi15,mi16,mi17,mi18,mi19,mi20,mi21,mi22,mi23,mi24,mi25
9,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,53174,101759,5470,,27,28,27,25,29,27,39,74,592,2902,6492,8939,11311,15281,16024,15061,11952,8574,3561,680,30,27,28,29,0
15,4,2023,Cataluña,Lleida,Con excedentes y compensación Colectivo,634,889,62,,0,0,0,0,0,0,0,1,11,38,75,97,113,123,113,118,97,67,31,5,0,0,0,0,0
30,4,2023,Cataluña,Barcelona,Con excedentes y compensación Individual,369882,532443,43164,,141,144,137,130,145,134,236,978,11683,31711,52391,68096,83815,74848,72373,66545,38598,15677,8163,1290,136,137,136,169,0
20,4,2023,Cataluña,Barcelona,Con excedentes y compensación Colectivo,1358,1254,192,,0,0,0,0,0,1,7,12,37,66,162,198,213,207,135,95,87,31,3,0,0,0,0,0,0
29,4,2023,Cataluña,Tarragona,Con excedentes y compensación Individual,78392,134686,10539,,54,55,50,52,47,47,69,175,1642,7085,12479,17672,20376,23088,21702,16427,8708,4008,649,77,59,56,55,54,0
3,4,2023,Cataluña,Barcelona,Sin Excedentes Individual,40685,902,275,,0,0,0,0,0,0,0,0,3,9,80,136,149,125,83,152,69,68,17,1,1,0,0,0,0
1,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA en Red Interior,23662,117477,24,,4692,4659,4840,4914,4762,4315,4180,4880,4702,3818,4942,5172,5952,5367,5919,6088,5721,4955,4468,5083,4833,4119,4163,4933,0
29,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,54341,88462,5632,,31,27,29,27,28,31,41,85,1250,4600,8447,12161,13875,13952,13906,9898,5937,3081,853,85,29,30,30,29,0
11,4,2023,Cataluña,Barcelona,Sin Excedentes Individual,40883,1007,278,,0,0,0,0,0,0,0,0,6,19,60,114,162,137,133,170,123,43,25,9,0,0,0,0,0
2,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA a través de red,1775,97659,12,,4281,3398,3381,3391,4105,4231,3706,3355,3504,4443,4928,5140,5241,4517,4293,4870,4763,4116,3558,3462,4254,3957,3384,3381,0
9,4,2023,Cataluña,Barcelona,Sin Excedentes Individual,40802,1388,278,,0,0,0,0,0,0,0,0,10,32,100,153,196,186,225,203,147,82,41,4,0,0,0,0,0
3,4,2023,Cataluña,Tarragona,Sin Excedentes Individual,14410,841,130,,0,0,0,0,0,0,0,0,7,32,58,91,118,119,115,111,88,65,29,8,0,0,0,0,0
1,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,52480,98129,5392,,30,24,26,23,25,34,42,117,253,1569,4711,10155,13905,15527,15725,14839,12085,6326,2511,98,29,23,26,26,0
15,4,2023,Cataluña,Lleida,Con excedentes sin compensación Individual en Red Interior,20643,427622,51,,16948,16921,16811,16721,16735,16707,16742,16772,17672,18312,19281,19644,20092,20060,19832,19082,18308,17966,17290,16847,17072,17683,17206,16918,0
30,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual en Red Interior,148638,1997105,237,,77831,81648,81296,82180,81652,82030,81239,82490,82781,83434,84958,84860,88232,87229,86465,85826,84376,83526,83475,82714,82974,83311,81697,80873,116
8,4,2023,Cataluña,Tarragona,Con excedentes sin compensación Individual en Red Interior,24287,76420,25,,2874,2560,2305,2599,2851,2690,2047,2062,2161,2472,2725,2547,2561,3393,3794,3851,3385,3211,3122,2746,2985,5811,5431,6237,0
12,4,2023,Cataluña,Tarragona,Con excedentes y compensación Individual,76177,147549,10281,,72,74,71,69,68,78,100,137,1118,5395,11555,17072,21398,23572,23795,21633,12362,6037,2040,285,150,143,160,165,0
17,4,2023,Cataluña,Barcelona,Con excedentes y compensación Individual,363861,642986,42502,,139,129,117,116,119,103,140,389,8601,26956,48655,68266,87228,94514,92260,84065,66324,40936,15112,2555,215,228,259,273,0
30,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,54391,119556,5641,,28,29,27,29,37,35,42,168,1697,4802,9164,13148,15943,16363,16771,15282,12428,9227,3518,682,43,31,33,29,0
18,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,14269,35,,592,602,583,564,571,593,508,294,540,635,678,689,680,679,536,400,652,656,645,636,636,634,633,633,0
24,4,2023,Cataluña,Barcelona,Con excedentes y compensación Individual,366947,644281,42829,,139,133,132,119,118,111,169,457,8209,26160,45650,67339,82664,89199,90649,84912,69909,45974,21143,4141,228,235,273,302,0
11,4,2023,Cataluña,Lleida,Sin Excedentes Individual,2579,237,79,,0,0,0,1,4,7,9,10,10,13,16,22,31,29,32,27,15,8,2,1,0,0,0,0,0
29,4,2023,Cataluña,Girona,Con excedentes y compensación Individual,87533,176549,10455,,63,36,36,33,34,31,48,270,2160,7368,14413,20531,24385,26547,24608,23708,18976,10690,2326,105,29,29,38,37,0
25,4,2023,Cataluña,Lleida,Con excedentes sin compensación Individual en Red Interior,20643,1313415,51,,61581,61374,60944,60920,60700,61221,60439,61010,63184,49463,48351,49581,49057,47643,47343,46299,45835,44803,44255,50740,58023,59929,60226,60494,0
8,4,2023,Cataluña,Lleida,Sin Excedentes Individual,2574,301,78,,0,0,0,2,7,10,11,12,15,16,16,27,31,35,37,34,27,14,7,0,0,0,0,0,0
19,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,53698,113664,5552,,29,29,28,30,29,44,101,135,1125,3968,7984,11744,14659,15977,16078,14844,12341,8787,4359,1022,86,82,90,93,0
21,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,16914,35,,280,280,2194,280,280,280,281,281,456,683,869,932,1026,1153,1186,1090,885,746,659,620,615,613,612,613,0
5,4,2023,Cataluña,Barcelona,Con excedentes y compensación Colectivo,1433,1338,193,,0,0,0,0,0,1,7,12,31,58,154,197,217,209,152,131,96,54,18,1,0,0,0,0,0
22,4,2023,Cataluña,Barcelona,Con excedentes y compensación Colectivo,1358,851,192,,0,0,0,0,0,1,7,13,23,48,83,101,114,108,119,98,77,43,15,1,0,0,0,0,0
18,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,53690,80480,5549,,27,29,27,29,25,26,32,56,492,2236,5448,8521,11019,11271,11094,10341,8950,6238,3427,836,87,82,94,93,0
9,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,12925,35,,261,261,1657,261,262,262,261,264,310,550,724,827,836,933,1010,972,890,600,452,290,260,261,260,261,0
22,4,2023,Cataluña,Lleida,Sin Excedentes Individual,2592,159,80,,0,0,0,0,2,6,3,1,2,5,10,14,21,24,19,13,6,20,11,2,0,0,0,0,0
15,4,2023,Cataluña,Girona,Con excedentes y compensación Individual,85147,138656,10242,,62,34,32,28,31,29,38,86,1782,5619,11973,18076,21125,19920,17151,13871,13497,10322,4303,491,29,31,34,35,0
19,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA en Red Interior,22162,301171,23,,11796,11756,12627,12646,12988,12201,11930,12292,12809,12248,12516,12599,12919,13786,13500,12945,12552,12858,12942,12470,11664,12243,12406,12478,0
16,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA en Red Interior,22162,235353,23,,12568,12516,11832,11899,10325,12940,12481,12148,12239,13477,13265,12886,13300,14180,13395,6035,5549,5829,4974,4718,4360,4353,5005,5079,0
22,4,2023,Cataluña,Girona,Con excedentes y compensación Individual,86692,139556,10355,,64,36,36,34,33,33,46,104,1144,5237,11135,15176,20129,20383,21501,17638,11550,8921,5000,1167,33,29,37,38,0
19,4,2023,Cataluña,Barcelona,Sin Excedentes Individual,43167,1312,285,,0,0,0,0,0,0,0,1,6,20,80,153,199,198,213,195,147,58,28,5,1,0,0,0,0
23,4,2023,Cataluña,Lleida,Sin Excedentes Individual,2607,459,81,,0,0,0,3,4,9,13,13,17,21,28,44,51,56,66,54,44,27,9,0,0,0,0,0,0
4,4,2023,Cataluña,Tarragona,Con excedentes y compensación Individual,75147,153900,10137,,74,71,65,66,63,66,84,103,1214,5223,10861,16490,20765,22980,23169,20275,16574,10847,3782,528,144,142,160,154,0
27,4,2023,Cataluña,Lleida,Con excedentes sin compensación Individual en Red Interior,20643,1182125,51,,60463,60639,59983,60185,60947,60954,61346,62198,62096,48689,47939,48245,47905,36448,34390,34116,33171,32506,31042,38917,47394,48215,51225,53112,0
24,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,19310,35,,599,597,4586,598,598,597,598,599,616,652,749,709,715,760,729,704,679,612,605,604,601,601,601,601,0
3,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,13556,35,,241,240,240,240,240,241,240,242,255,374,795,1002,998,1135,912,945,836,736,677,606,591,590,590,590,0
7,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual en Red Interior,147870,1749058,236,,74547,75499,75087,75691,74510,74751,73927,74082,74210,75382,76036,76864,69576,70608,70053,70080,67103,68076,74581,75033,75704,73934,67119,66600,0
6,4,2023,Cataluña,Tarragona,Con excedentes sin compensación Individual en Red Interior,24287,117857,25,,6148,5226,5945,5912,5775,6004,5916,5771,5675,6148,6191,6511,6723,6752,6749,6422,6351,3465,890,1037,2293,2596,1386,1971,0
17,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,14113,35,,241,241,242,241,241,242,241,244,554,645,879,984,1111,1155,1024,917,693,640,608,597,593,593,594,593,0
8,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,53144,116264,5464,,30,30,27,28,32,34,43,79,871,3811,7787,11786,14864,16676,16923,15813,13128,9130,4216,834,32,29,31,30,0
7,4,2023,Cataluña,Barcelona,Con excedentes y compensación Colectivo,1433,1386,193,,0,0,0,0,0,1,7,13,34,65,153,198,217,217,161,134,103,57,23,3,0,0,0,0,0
8,4,2023,Cataluña,Barcelona,Con excedentes y compensación Individual,359217,753416,41981,,135,133,130,128,114,115,160,264,6809,27265,54317,81087,99928,108955,108834,101308,79649,52009,22743,3176,121,141,141,136,0
21,4,2023,Cataluña,Barcelona,Sin Excedentes Individual,43259,864,286,,0,0,0,0,0,0,0,0,1,10,38,111,110,133,172,114,85,49,31,3,0,0,0,0,0
26,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA a través de red,275,172704,11,,7070,7073,7068,7072,7095,7127,7132,7173,6570,7321,6970,6325,7088,7763,7504,7679,7313,7607,7719,7439,7419,7284,6954,6939,0
10,4,2023,Cataluña,Girona,Con excedentes y compensación Individual,84363,121003,10175,,62,35,32,33,30,32,36,70,2286,5674,7552,8158,14208,18491,21730,19897,12879,6284,2911,250,76,71,82,79,0
11,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,15004,35,,260,1533,261,261,262,262,262,267,273,397,801,913,991,1042,1002,997,732,689,677,642,622,621,622,615,0
15,4,2023,Cataluña,Barcelona,Con excedentes y compensación Colectivo,1433,913,193,,0,0,0,0,0,1,7,12,23,53,90,118,135,136,130,101,61,32,13,1,0,0,0,0,0
12,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual en Red Interior,147835,2222682,235,,88042,89814,89405,89911,89605,90426,88843,89093,89422,90799,91395,91571,91473,91857,90630,96371,96270,98219,96019,98191,96053,97387,96004,95879,0
2,4,2023,Cataluña,Lleida,Con excedentes sin compensación Individual en Red Interior,20643,426686,51,,16752,16641,16653,16636,16642,16658,16752,16808,17839,18390,19149,19773,20186,19387,19303,18904,18547,17955,17321,17337,17435,17480,17040,17098,0
29,4,2023,Cataluña,Tarragona,Con excedentes sin compensación Individual en Red Interior,24287,176449,25,,7241,6999,6917,6795,6521,6978,6970,7165,7396,7584,7899,7617,7969,8470,7292,7422,7473,7549,7288,7436,7401,7456,6915,7696,0
13,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA a través de red,275,117749,11,,3209,3803,3560,1247,2960,2964,3121,3828,4006,3052,4496,4349,4244,5196,5136,6141,7522,7651,7360,6520,6231,7040,7054,7059,0
3,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA a través de red,1775,126287,12,,3384,3354,3789,4217,3716,3388,3367,3371,3475,3955,4901,4414,4534,5226,5214,4519,4482,4758,4478,5370,11127,5748,12988,12512,0
10,4,2023,Cataluña,Tarragona,Con excedentes y compensación Individual,75727,126720,10230,,72,70,67,70,67,67,81,96,795,3315,7352,9543,11342,18272,19973,19840,17210,11542,5387,959,137,142,157,164,0
29,4,2023,Cataluña,Barcelona,Con excedentes y compensación Colectivo,1433,887,193,,0,0,0,0,0,1,7,13,24,48,88,122,142,128,124,91,55,32,11,1,0,0,0,0,0
13,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual en Red Interior,147835,2169171,235,,94157,95599,94943,95315,95035,94481,90643,95322,95526,97428,95185,86114,84284,84812,85123,85625,85529,87221,88367,87321,87451,88014,87642,88032,0
19,4,2023,Cataluña,Lleida,Sin Excedentes Individual,2632,300,81,,0,0,0,1,5,9,10,12,13,17,20,23,30,39,45,39,24,8,4,1,0,0,0,0,0
25,4,2023,Cataluña,Barcelona,Con excedentes y compensación Colectivo,1433,1188,193,,0,0,0,0,0,1,7,12,30,56,151,179,212,197,117,102,73,37,13,1,0,0,0,0,0
10,4,2023,Cataluña,Tarragona,Sin Excedentes Individual,14410,623,130,,0,0,0,0,0,0,0,0,3,16,39,42,59,87,89,80,83,78,39,8,0,0,0,0,0
12,4,2023,Cataluña,Barcelona,Con excedentes y compensación Colectivo,1433,1228,193,,0,0,0,0,0,1,6,13,32,60,152,189,207,208,144,126,77,10,3,0,0,0,0,0,0
27,4,2023,Cataluña,Girona,Con excedentes y compensación Individual,87391,151892,10433,,69,34,35,33,30,30,77,305,2141,5407,11525,15145,18231,25533,24389,22107,15785,7235,2906,522,71,71,80,82,0
28,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,54336,92589,5631,,31,30,29,26,32,30,38,90,1022,3454,6884,10214,13049,12531,11106,12582,10788,6985,2689,617,93,84,92,93,0
4,4,2023,Cataluña,Tarragona,Con excedentes sin compensación Individual en Red Interior,24292,158512,26,,6692,7195,6737,6374,6029,6512,5610,6422,5911,6630,6892,6664,6870,7032,7860,7049,7024,7155,6807,6556,6355,6501,5776,5859,0
21,4,2023,Cataluña,Lleida,Sin Excedentes Individual,2592,255,80,,0,0,0,1,3,6,10,10,13,16,17,24,32,31,40,29,19,2,2,0,0,0,0,0,0
12,4,2023,Cataluña,Lleida,Sin Excedentes Individual,2579,213,79,,0,0,0,1,5,9,11,11,3,7,11,22,29,37,37,16,8,2,3,1,0,0,0,0,0
3,4,2023,Cataluña,Barcelona,Con excedentes y compensación Individual,355563,595268,41649,,123,117,114,150,102,104,213,234,4580,20968,44690,68144,85870,87827,75386,68776,63493,45903,19740,2310,202,226,254,260,0
11,4,2023,Cataluña,Tarragona,Con excedentes y compensación Individual,76054,139021,10261,,72,69,70,71,67,71,78,90,870,4685,10179,14553,17400,21338,20755,18374,14550,10004,4462,635,150,146,168,164,0
17,4,2023,Cataluña,Lleida,Con excedentes sin compensación Individual en Red Interior,20643,707583,51,,16858,16124,15891,15909,15916,15907,16046,17013,23586,25240,25905,25900,26611,26755,26593,26263,25357,26924,44209,50084,46841,57160,60556,59935,0
28,4,2023,Cataluña,Lleida,Con excedentes sin compensación Individual en Red Interior,20643,994849,51,,50244,48014,48879,48901,49061,38381,34214,33788,34296,36229,36837,36038,35107,34162,31264,32787,44665,44877,44563,45158,45514,46474,47411,47985,0
3,4,2023,Cataluña,Girona,Con excedentes y compensación Individual,82859,157163,10038,,67,32,31,31,30,27,38,61,1253,5708,12003,18234,21367,21402,20425,20737,18249,11990,4618,507,68,72,76,80,0
7,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,20074,35,,628,629,628,627,629,629,626,625,649,845,1142,1548,1781,1886,1705,1550,1283,824,406,308,281,282,282,281,0
22,4,2023,Cataluña,Tarragona,Con excedentes y compensación Individual,77609,109464,10438,,44,47,45,46,42,54,100,177,1251,3672,5980,10172,14618,17952,19074,13865,11624,6142,3710,647,52,50,48,52,0
7,4,2023,Cataluña,Tarragona,Con excedentes y compensación Individual,75341,167238,10170,,71,71,67,68,69,72,87,102,1352,5391,10951,16674,21291,23698,24154,22704,19304,13213,6090,1238,136,139,148,148,0
5,4,2023,Cataluña,Girona,Sin Excedentes Individual,14849,286,88,,0,0,0,0,0,0,0,0,1,13,29,33,33,35,40,38,31,27,6,0,0,0,0,0,0
23,4,2023,Cataluña,Tarragona,Con excedentes y compensación Individual,77609,160712,10438,,53,50,49,47,45,57,106,172,1130,4747,10444,16909,21184,23356,22238,22492,18429,11851,5789,1367,54,43,51,49,0
16,4,2023,Cataluña,Girona,Con excedentes y compensación Individual,85194,180910,10249,,61,35,31,30,31,31,41,207,2718,8297,14882,19676,23821,24716,23223,21315,19340,14539,6649,1044,41,39,40,38,0
18,4,2023,Cataluña,Barcelona,Sin Excedentes Individual,43105,352,284,,0,0,0,0,0,0,0,0,1,6,20,18,37,49,60,44,53,38,14,8,0,0,0,0,0
26,4,2023,Cataluña,Barcelona,Sin Excedentes Individual,43512,569,289,,0,0,0,0,0,0,0,1,4,17,44,51,58,96,110,88,47,28,13,5,0,0,0,0,0
20,4,2023,Cataluña,Barcelona,Con excedentes y compensación Individual,365684,624575,42657,,134,130,132,118,116,110,141,380,7762,26845,50984,73921,90464,98295,93331,72923,67453,28452,5294,1356,248,224,261,270,0
22,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,54000,52557,5577,,31,27,28,28,25,29,39,119,947,1729,3111,4771,7175,8733,6660,5119,3261,5712,3811,1069,47,31,26,29,0
11,4,2023,Cataluña,Barcelona,Con excedentes y compensación Individual,360898,585883,42165,,156,124,120,123,117,147,204,261,4868,19622,39755,58972,76957,86602,82881,80540,67375,40395,17722,2459,202,229,265,278,0
13,4,2023,Cataluña,Lleida,Sin Excedentes Individual,2600,378,80,,0,0,0,3,8,11,15,15,18,20,24,33,35,40,43,43,40,20,10,0,0,0,0,0,0
29,4,2023,Cataluña,Barcelona,Con excedentes y compensación Individual,369435,647767,43104,,145,147,138,132,152,123,189,577,8268,26264,56394,79026,94812,97488,97747,76227,52360,36068,13777,1321,131,144,157,167,0
24,4,2023,Cataluña,Barcelona,Sin Excedentes Individual,43294,695,288,,0,0,0,0,0,0,1,0,3,17,51,68,83,102,113,94,82,44,24,8,0,0,0,0,0
30,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA en Red Interior,22162,126745,23,,5114,5001,4991,4986,4762,4741,4683,4824,4973,5282,5459,5997,6024,6169,6263,6257,6016,5274,5152,5055,4950,4988,4895,4889,0
6,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA en Red Interior,22162,119682,23,,3912,4307,4901,4947,5145,5040,4320,3918,4896,5100,5218,5621,5684,5737,5822,5788,5669,5297,5170,4870,4797,4554,4119,4850,0
29,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA en Red Interior,22162,222868,23,,12114,12121,12292,12302,12302,12341,12291,12141,12704,13218,13276,13322,13476,6375,5142,5847,5583,5257,5089,5140,5075,5036,5207,5217,0
18,4,2023,Cataluña,Lleida,Con excedentes sin compensación Individual en Red Interior,20643,1471886,51,,58921,60754,60745,60805,61463,62441,62359,63078,61768,61742,60486,61113,62253,62702,62571,61185,61231,60867,60695,60394,60258,60751,61732,61572,0
26,4,2023,Cataluña,Lleida,Con excedentes y compensación Colectivo,678,806,68,,0,0,0,0,0,0,0,2,9,44,77,103,120,96,93,115,72,46,23,6,0,0,0,0,0
23,4,2023,Cataluña,Lleida,Con excedentes sin compensación Individual en Red Interior,20643,1004139,51,,40033,40118,40169,40088,40404,37620,32314,36722,35279,40877,40655,41161,41862,42025,41934,41347,40803,39698,39100,45893,53857,54395,45529,52256,0
3,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual en Red Interior,140320,1843070,233,,71965,72423,72175,72702,69288,71651,70092,77445,79536,69526,77665,78590,82834,79656,72555,73324,74378,82443,83487,81619,82329,82748,81690,82947,0
12,4,2023,Cataluña,Tarragona,Sin Excedentes Individual,14440,686,131,,0,0,0,0,0,0,0,0,5,25,68,89,96,94,92,90,63,42,17,5,0,0,0,0,0
11,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA a través de red,275,90087,11,,3968,1786,3503,1791,4330,3725,3514,3454,3581,3432,3837,5224,5361,4377,4019,4251,4475,4471,4065,3212,3439,3957,3146,3169,0
11,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual en Red Interior,147870,2047831,236,,77353,79592,78942,79595,78058,78954,76624,84802,90472,90341,87658,82476,80450,87773,87794,88995,90652,91197,90464,90399,89617,90802,87066,87752,0
16,4,2023,Cataluña,Lleida,Con excedentes sin compensación Individual en Red Interior,20643,424091,51,,16885,16849,16894,16863,16896,16881,16888,16862,17362,18121,18616,19051,19181,20179,19940,19466,18808,18084,16741,16156,16689,16917,16910,16852,0
10,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,12242,35,,261,262,261,261,261,1704,261,262,330,358,439,562,925,1043,1072,1059,653,556,392,272,261,262,262,263,0
27,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,54222,95560,5618,,32,31,29,29,27,29,37,91,616,2846,4757,8308,12765,14267,14052,13295,10423,7974,4551,1040,96,76,91,98,0
7,4,2023,Cataluña,Tarragona,Sin Excedentes Individual,14410,832,130,,0,0,0,0,0,0,0,0,8,32,50,89,96,111,107,112,109,73,41,4,0,0,0,0,0
23,4,2023,Cataluña,Barcelona,Con excedentes y compensación Individual,366335,653582,42751,,135,138,133,129,121,114,202,336,4566,21726,48763,59861,84374,90248,81331,86907,80612,56353,26211,5145,151,131,137,144,0
4,4,2023,Cataluña,Barcelona,Con excedentes y compensación Colectivo,1433,1200,193,,0,0,0,0,0,1,7,13,32,59,149,186,203,191,143,113,57,31,14,1,0,0,0,0,0
6,4,2023,Cataluña,Tarragona,Con excedentes y compensación Individual,75315,148273,10164,,73,71,70,66,66,69,82,102,836,3827,7611,14486,19242,21496,22205,20922,17464,12307,5682,984,139,154,159,160,0
4,4,2023,Cataluña,Barcelona,Sin Excedentes Individual,40729,949,276,,0,0,0,0,0,0,0,0,2,10,81,170,151,127,135,125,73,48,20,0,0,0,0,0,0
27,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA a través de red,275,175452,11,,6966,6980,6897,7370,7042,7039,7041,7079,7214,7349,7548,5431,7647,8001,8483,8349,8169,7820,7679,7132,7019,6926,6960,7311,0
17,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA en Red Interior,22162,201186,23,,4328,4331,4522,4648,5268,4836,4655,4637,4833,5145,4851,4612,6554,11722,12701,12619,13247,13143,13169,12365,11700,12270,12527,12503,0
23,4,2023,Cataluña,Tarragona,Sin Excedentes Individual,14440,800,131,,0,0,0,0,0,0,0,0,2,29,46,86,108,119,108,96,83,69,37,16,1,0,0,0,0
6,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual en Red Interior,147870,1980110,236,,93407,94544,94175,82059,83719,83479,83657,86842,86460,84021,85831,86008,84345,77864,77153,76375,76382,75814,74937,78269,78902,79588,79522,76753,0
25,4,2023,Cataluña,Lleida,Con excedentes y compensación Colectivo,678,743,68,,0,0,0,0,0,0,0,1,10,37,74,107,118,111,118,73,47,32,13,1,1,0,0,0,0
30,4,2023,Cataluña,Tarragona,Sin Excedentes Individual,14700,830,132,,0,0,0,0,0,0,0,1,6,21,51,99,126,112,114,96,89,64,36,12,3,0,0,0,0
7,4,2023,Cataluña,Girona,Sin Excedentes Individual,14863,355,89,,0,0,0,0,0,0,0,0,2,8,26,42,56,53,53,48,36,23,8,0,0,0,0,0,0
17,4,2023,Cataluña,Barcelona,Con excedentes y compensación Colectivo,1358,1240,192,,0,0,0,0,0,1,7,12,37,68,156,189,207,197,131,112,74,35,12,2,0,0,0,0,0
11,4,2023,Cataluña,Lleida,Con excedentes sin compensación Individual en Red Interior,20643,603520,51,,16209,16199,16205,16107,16077,16066,16460,17911,23980,24770,25596,25955,26251,26812,26101,25420,24942,24039,26161,37541,38420,38710,38821,38767,0
24,4,2023,Cataluña,Lleida,Sin Excedentes Individual,2607,323,81,,0,0,0,1,4,8,11,12,13,15,21,29,38,39,47,34,27,17,6,1,0,0,0,0,0
9,4,2023,Cataluña,Barcelona,Con excedentes y compensación Individual,359378,606318,42008,,128,130,119,152,110,116,168,280,5602,22809,39161,65221,75579,79058,88596,83447,72645,44632,19952,2393,120,124,127,128,0
6,4,2023,Cataluña,Tarragona,Sin Excedentes Individual,14410,678,130,,0,0,0,0,0,0,0,0,2,16,32,69,83,101,91,94,78,74,32,6,0,0,0,0,0
30,4,2023,Cataluña,Girona,Con excedentes y compensación Individual,87661,124650,10476,,62,36,36,31,30,33,48,147,1872,5365,13568,19599,22282,21397,19118,10667,5495,3953,616,104,39,38,34,35,0
2,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,16868,35,,240,241,241,240,241,241,241,240,275,599,1209,1619,1869,1926,1890,1654,1307,902,461,271,241,240,240,240,0
1,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,12951,35,,589,590,589,589,590,589,589,450,250,281,355,609,1051,1270,1083,594,862,516,302,242,240,240,240,241,0
15,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,53540,119546,5527,,30,25,29,30,34,38,47,84,1059,4079,8266,12411,15601,16773,17031,15737,13211,9330,4491,1110,43,29,27,31,0
25,4,2023,Cataluña,Girona,Con excedentes sin compensación Individual en Red Interior,16315,14961,35,,599,601,600,598,592,593,593,588,598,618,661,795,850,697,715,790,494,581,574,570,562,565,563,564,0
5,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,53008,108352,5446,,25,25,25,23,27,29,41,71,678,3079,6869,10688,13918,15549,16055,15055,12570,8580,3997,755,70,64,76,83,0
1,4,2023,Cataluña,Tarragona,Con excedentes sin compensación Individual en Red Interior,24292,169306,26,,7302,6978,6559,6177,7143,6789,5981,6986,6823,7325,7055,7543,8428,8484,7707,6910,6811,7704,6264,7035,6936,6929,6411,7026,0
22,4,2023,Cataluña,Lleida,Con excedentes y compensación Colectivo,678,504,68,,0,0,0,0,0,0,0,1,12,34,40,64,74,82,59,55,31,35,14,3,0,0,0,0,0
18,4,2023,Cataluña,Lleida,Con excedentes y compensación Colectivo,678,491,68,,0,0,0,0,0,0,0,1,3,14,36,47,78,62,64,59,44,62,19,2,0,0,0,0,0
14,4,2023,Cataluña,Lleida,Con excedentes y compensación Individual,53509,96092,5521,,31,28,29,26,33,32,43,61,441,1991,5977,10777,13087,13609,14085,12330,11118,7843,3675,523,85,80,92,96,0
15,4,2023,Cataluña,Tarragona,Con excedentes y compensación Individual,76619,170254,10330,,75,70,72,67,71,115,236,405,2129,6664,12375,17674,22040,23939,24055,22165,18030,12260,6047,1462,79,73,75,76,0
14,4,2023,Cataluña,Barcelona,Con excedentes sin compensación Individual con contrato de SSAA en Red Interior,22162,295636,23,,12131,11720,11741,12634,10200,12430,11939,11587,11692,12385,12643,12914,13216,13023,12606,13164,12774,12960,12423,12057,12450,12316,12328,12303,0
